GEO_ID,ZIP_CODE_TABULATION_AREA,NAME,TOTAL_POPULATION_ESTIMATE,TRINIDADIAN_TOBAGONIAN_ESTIMATE,TRINIDADIAN_TOBAGONIAN_MOE,PERCENT_TRINIDADIAN_TOBAGONIAN,LAT,LON
860Z200US00601,00601,ZCTA5 00601,16669,0,24,0.000000,18.180555,-66.749961
860Z200US00602,00602,ZCTA5 00602,37233,0,33,0.000000,18.361945,-67.175597
860Z200US00603,00603,ZCTA5 00603,48448,0,33,0.000000,18.457399,-67.124867
860Z200US00606,00606,ZCTA5 00606,5163,0,22,0.000000,18.158327,-66.932928
860Z200US00610,00610,ZCTA5 00610,25357,0,29,0.000000,18.295304,-67.12518
860Z200US00611,00611,ZCTA5 00611,1383,0,15,0.000000,18.276316,-66.807165
860Z200US00612,00612,ZCTA5 00612,62908,0,36,0.000000,18.416727,-66.70009
860Z200US00616,00616,ZCTA5 00616,9717,0,22,0.000000,18.420408,-66.671986
860Z200US00617,00617,ZCTA5 00617,22584,0,29,0.000000,18.446889,-66.561154
860Z200US00622,00622,ZCTA5 00622,7664,0,22,0.000000,17.988103,-67.160357
860Z200US00623,00623,ZCTA5 00623,39212,0,33,0.000000,18.084371,-67.158765
860Z200US00624,00624,ZCTA5 00624,21148,0,29,0.000000,18.051808,-66.721711
860Z200US00627,00627,ZCTA5 00627,32734,0,33,0.000000,18.412423,-66.863708
860Z200US00631,00631,ZCTA5 00631,1321,0,15,0.000000,18.184294,-66.830795
860Z200US00636,00636,ZCTA5 00636,968,0,15,0.000000,18.1636,-67.080097
860Z200US00637,00637,ZCTA5 00637,22909,0,29,0.000000,18.080103,-66.947975
860Z200US00638,00638,ZCTA5 00638,17319,0,24,0.000000,18.280188,-66.513111
860Z200US00641,00641,ZCTA5 00641,23831,0,29,0.000000,18.268074,-66.701785
860Z200US00646,00646,ZCTA5 00646,35998,0,33,0.000000,18.432897,-66.286499
860Z200US00647,00647,ZCTA5 00647,4369,0,15,0.000000,17.963613,-66.947127
860Z200US00650,00650,ZCTA5 00650,13200,0,24,0.000000,18.349209,-66.578112
860Z200US00652,00652,ZCTA5 00652,4504,0,15,0.000000,18.448446,-66.594111
860Z200US00653,00653,ZCTA5 00653,8495,0,22,0.000000,17.988642,-66.90169
860Z200US00656,00656,ZCTA5 00656,17398,0,24,0.000000,18.040467,-66.78968
860Z200US00659,00659,ZCTA5 00659,37327,0,33,0.000000,18.407304,-66.808995
860Z200US00660,00660,ZCTA5 00660,15405,0,24,0.000000,18.134695,-67.116199
860Z200US00662,00662,ZCTA5 00662,41090,0,33,0.000000,18.468301,-67.015749
860Z200US00664,00664,ZCTA5 00664,14807,0,24,0.000000,18.21033,-66.591616
860Z200US00667,00667,ZCTA5 00667,22792,0,29,0.000000,18.003422,-67.03581
860Z200US00669,00669,ZCTA5 00669,27417,0,29,0.000000,18.276925,-66.869587
860Z200US00670,00670,ZCTA5 00670,8512,0,22,0.000000,18.233585,-66.987585
860Z200US00674,00674,ZCTA5 00674,39093,0,33,0.000000,18.424145,-66.487895
860Z200US00676,00676,ZCTA5 00676,36972,0,33,0.000000,18.381597,-67.080884
860Z200US00677,00677,ZCTA5 00677,15483,0,24,0.000000,18.332568,-67.227022
860Z200US00678,00678,ZCTA5 00678,24595,0,29,0.000000,18.430503,-66.930479
860Z200US00680,00680,ZCTA5 00680,42689,0,33,0.000000,18.183493,-67.133054
860Z200US00682,00682,ZCTA5 00682,28977,0,29,0.000000,18.224864,-67.153891
860Z200US00683,00683,ZCTA5 00683,29490,0,29,0.000000,18.1078,-67.037263
860Z200US00685,00685,ZCTA5 00685,39988,0,33,0.000000,18.336887,-66.972929
860Z200US00687,00687,ZCTA5 00687,28397,0,29,0.000000,18.318017,-66.420392
860Z200US00688,00688,ZCTA5 00688,10028,0,24,0.000000,18.382305,-66.626393
860Z200US00690,00690,ZCTA5 00690,5870,0,22,0.000000,18.493543,-67.096915
860Z200US00692,00692,ZCTA5 00692,32802,0,33,0.000000,18.410652,-66.336202
860Z200US00693,00693,ZCTA5 00693,55387,25,39,0.045137,18.425961,-66.398098
860Z200US00694,00694,ZCTA5 00694,125,0,15,0.000000,18.483127,-66.39236
860Z200US00698,00698,ZCTA5 00698,32535,0,33,0.000000,18.072916,-66.85119
860Z200US00703,00703,ZCTA5 00703,24263,0,29,0.000000,18.248401,-66.130662
860Z200US00704,00704,ZCTA5 00704,6256,0,22,0.000000,17.973168,-66.229011
860Z200US00705,00705,ZCTA5 00705,24471,0,29,0.000000,18.12896,-66.266691
860Z200US00707,00707,ZCTA5 00707,10319,0,24,0.000000,18.014055,-65.920751
860Z200US00714,00714,ZCTA5 00714,15341,0,24,0.000000,17.995867,-66.055529
860Z200US00715,00715,ZCTA5 00715,2082,0,15,0.000000,17.990485,-66.566143
860Z200US00716,00716,ZCTA5 00716,27945,0,29,0.000000,17.985014,-66.606721
860Z200US00717,00717,ZCTA5 00717,14577,0,24,0.000000,18.002639,-66.611087
860Z200US00718,00718,ZCTA5 00718,23026,0,29,0.000000,18.23201,-65.756036
860Z200US00719,00719,ZCTA5 00719,29932,0,29,0.000000,18.28992,-66.25344
860Z200US00720,00720,ZCTA5 00720,21037,0,29,0.000000,18.216608,-66.423682
860Z200US00723,00723,ZCTA5 00723,15643,0,24,0.000000,18.019337,-66.001862
860Z200US00725,00725,ZCTA5 00725,73462,0,36,0.000000,18.220689,-66.03958
860Z200US00727,00727,ZCTA5 00727,55191,0,36,0.000000,18.211921,-66.073355
860Z200US00728,00728,ZCTA5 00728,36532,0,33,0.000000,17.991071,-66.662968
860Z200US00729,00729,ZCTA5 00729,47067,0,33,0.000000,18.334918,-65.887078
860Z200US00730,00730,ZCTA5 00730,31081,0,33,0.000000,18.030882,-66.611928
860Z200US00731,00731,ZCTA5 00731,9724,0,22,0.000000,18.109947,-66.635622
860Z200US00735,00735,ZCTA5 00735,10949,0,24,0.000000,18.252179,-65.665631
860Z200US00736,00736,ZCTA5 00736,45306,0,33,0.000000,18.103624,-66.151667
860Z200US00738,00738,ZCTA5 00738,29980,0,29,0.000000,18.304458,-65.698711
860Z200US00739,00739,ZCTA5 00739,34578,18,30,0.052056,18.175543,-66.162102
860Z200US00740,00740,ZCTA5 00740,1583,0,15,0.000000,18.333961,-65.631674
860Z200US00741,00741,ZCTA5 00741,3716,0,15,0.000000,18.163855,-65.754042
860Z200US00745,00745,ZCTA5 00745,46739,0,33,0.000000,18.352176,-65.810929
860Z200US00751,00751,ZCTA5 00751,19343,0,24,0.000000,18.003779,-66.262905
860Z200US00754,00754,ZCTA5 00754,36728,0,33,0.000000,18.144582,-65.972253
860Z200US00757,00757,ZCTA5 00757,19853,0,24,0.000000,17.991428,-66.402337
860Z200US00765,00765,ZCTA5 00765,8078,0,22,0.000000,18.124207,-65.42307
860Z200US00766,00766,ZCTA5 00766,21572,0,29,0.000000,18.130718,-66.472244
860Z200US00767,00767,ZCTA5 00767,29962,0,29,0.000000,18.069489,-65.896029
860Z200US00769,00769,ZCTA5 00769,33602,0,33,0.000000,18.096641,-66.358335
860Z200US00771,00771,ZCTA5 00771,35094,0,33,0.000000,18.187148,-65.871189
860Z200US00772,00772,ZCTA5 00772,16829,0,24,0.000000,18.438944,-65.90522
860Z200US00773,00773,ZCTA5 00773,17532,34,51,0.193931,18.342888,-65.723109
860Z200US00775,00775,ZCTA5 00775,1387,0,15,0.000000,18.326611,-65.307771
860Z200US00777,00777,ZCTA5 00777,37446,0,33,0.000000,18.224327,-65.909085
860Z200US00778,00778,ZCTA5 00778,40203,0,33,0.000000,18.264076,-65.97851
860Z200US00780,00780,ZCTA5 00780,13446,0,24,0.000000,18.094076,-66.565781
860Z200US00782,00782,ZCTA5 00782,18128,0,24,0.000000,18.224878,-66.224482
860Z200US00783,00783,ZCTA5 00783,34259,0,33,0.000000,18.300221,-66.328927
860Z200US00784,00784,ZCTA5 00784,34981,0,33,0.000000,18.010714,-66.133615
860Z200US00786,00786,ZCTA5 00786,165,0,15,0.000000,18.135725,-66.228698
860Z200US00791,00791,ZCTA5 00791,45455,0,33,0.000000,18.142603,-65.812812
860Z200US00794,00794,ZCTA5 00794,28668,0,29,0.000000,18.200018,-66.309282
860Z200US00795,00795,ZCTA5 00795,43367,0,33,0.000000,18.04645,-66.495142
860Z200US00901,00901,ZCTA5 00901,6398,0,22,0.000000,18.466594,-66.107982
860Z200US00906,00906,ZCTA5 00906,49,0,15,0.000000,18.46446,-66.094995
860Z200US00907,00907,ZCTA5 00907,15817,0,24,0.000000,18.452271,-66.087625
860Z200US00909,00909,ZCTA5 00909,5633,0,22,0.000000,18.441246,-66.068766
860Z200US00911,00911,ZCTA5 00911,7297,0,22,0.000000,18.453656,-66.056338
860Z200US00912,00912,ZCTA5 00912,5845,0,22,0.000000,18.445067,-66.059942
860Z200US00913,00913,ZCTA5 00913,6943,0,22,0.000000,18.464629,-66.04459
860Z200US00915,00915,ZCTA5 00915,24607,14,24,0.056894,18.437179,-66.045571
860Z200US00917,00917,ZCTA5 00917,17116,0,24,0.000000,18.420674,-66.050105
860Z200US00918,00918,ZCTA5 00918,16172,0,24,0.000000,18.422249,-66.069081
860Z200US00920,00920,ZCTA5 00920,15900,0,24,0.000000,18.422439,-66.09214
860Z200US00921,00921,ZCTA5 00921,33119,0,33,0.000000,18.392088,-66.087109
860Z200US00923,00923,ZCTA5 00923,24551,0,29,0.000000,18.410804,-66.037358
860Z200US00924,00924,ZCTA5 00924,49922,5,10,0.010016,18.399186,-66.01258
860Z200US00925,00925,ZCTA5 00925,4882,0,15,0.000000,18.400271,-66.05059
860Z200US00926,00926,ZCTA5 00926,92284,0,36,0.000000,18.348601,-66.053929
860Z200US00927,00927,ZCTA5 00927,13868,0,24,0.000000,18.388202,-66.070033
860Z200US00934,00934,ZCTA5 00934,38,0,15,0.000000,18.413,-66.119829
860Z200US00949,00949,ZCTA5 00949,65867,0,36,0.000000,18.409879,-66.227441
860Z200US00950,00950,ZCTA5 00950,0,0,15,,18.467225,-66.237929
860Z200US00951,00951,ZCTA5 00951,389,0,15,0.000000,18.42805,-66.259772
860Z200US00952,00952,ZCTA5 00952,8165,0,22,0.000000,18.428724,-66.188931
860Z200US00953,00953,ZCTA5 00953,66156,0,36,0.000000,18.360729,-66.251527
860Z200US00956,00956,ZCTA5 00956,66734,10,15,0.014985,18.321137,-66.170419
860Z200US00957,00957,ZCTA5 00957,40194,0,33,0.000000,18.366147,-66.188962
860Z200US00959,00959,ZCTA5 00959,46260,0,33,0.000000,18.385785,-66.155654
860Z200US00960,00960,ZCTA5 00960,3025,0,15,0.000000,18.416918,-66.142693
860Z200US00961,00961,ZCTA5 00961,28888,0,29,0.000000,18.409907,-66.163361
860Z200US00962,00962,ZCTA5 00962,18947,0,24,0.000000,18.439988,-66.1355
860Z200US00965,00965,ZCTA5 00965,5848,0,22,0.000000,18.430508,-66.110917
860Z200US00966,00966,ZCTA5 00966,18791,0,24,0.000000,18.397875,-66.113935
860Z200US00968,00968,ZCTA5 00968,3633,0,15,0.000000,18.406063,-66.101232
860Z200US00969,00969,ZCTA5 00969,42231,0,33,0.000000,18.366226,-66.110047
860Z200US00971,00971,ZCTA5 00971,24367,0,29,0.000000,18.318884,-66.11919
860Z200US00976,00976,ZCTA5 00976,60620,0,36,0.000000,18.33618,-65.994101
860Z200US00979,00979,ZCTA5 00979,14776,0,24,0.000000,18.438359,-65.999169
860Z200US00982,00982,ZCTA5 00982,14050,0,24,0.000000,18.408744,-65.991273
860Z200US00983,00983,ZCTA5 00983,31472,0,33,0.000000,18.41722,-65.981317
860Z200US00985,00985,ZCTA5 00985,30497,0,33,0.000000,18.410774,-65.947927
860Z200US00987,00987,ZCTA5 00987,55747,0,36,0.000000,18.343988,-65.943754
860Z200US01001,01001,ZCTA5 01001,16234,6,12,0.036959,42.062368,-72.625754
860Z200US01002,01002,ZCTA5 01002,26370,29,51,0.109973,42.377212,-72.464795
860Z200US01003,01003,ZCTA5 01003,13510,31,38,0.229460,42.391883,-72.523584
860Z200US01005,01005,ZCTA5 01005,5204,0,19,0.000000,42.418884,-72.112077
860Z200US01007,01007,ZCTA5 01007,15419,10,18,0.064855,42.283935,-72.400409
860Z200US01008,01008,ZCTA5 01008,1327,0,14,0.000000,42.192024,-72.964076
860Z200US01009,01009,ZCTA5 01009,804,0,14,0.000000,42.211386,-72.341809
860Z200US01010,01010,ZCTA5 01010,3705,0,14,0.000000,42.128176,-72.205352
860Z200US01011,01011,ZCTA5 01011,1175,0,14,0.000000,42.290128,-72.966516
860Z200US01012,01012,ZCTA5 01012,397,0,14,0.000000,42.375425,-72.858192
860Z200US01013,01013,ZCTA5 01013,23284,0,25,0.000000,42.142009,-72.595496
860Z200US01020,01020,ZCTA5 01020,30167,0,29,0.000000,42.172611,-72.56192
860Z200US01022,01022,ZCTA5 01022,1844,0,14,0.000000,42.197187,-72.541872
860Z200US01026,01026,ZCTA5 01026,1014,0,14,0.000000,42.470032,-72.925707
860Z200US01027,01027,ZCTA5 01027,17716,36,55,0.203206,42.295008,-72.751877
860Z200US01028,01028,ZCTA5 01028,16321,0,21,0.000000,42.062378,-72.498111
860Z200US01029,01029,ZCTA5 01029,539,0,14,0.000000,42.176271,-73.035292
860Z200US01030,01030,ZCTA5 01030,12305,0,21,0.000000,42.072925,-72.686972
860Z200US01031,01031,ZCTA5 01031,1676,0,14,0.000000,42.327809,-72.191968
860Z200US01032,01032,ZCTA5 01032,509,0,14,0.000000,42.457613,-72.81478
860Z200US01033,01033,ZCTA5 01033,6080,0,19,0.000000,42.244949,-72.500143
860Z200US01034,01034,ZCTA5 01034,2332,0,14,0.000000,42.093912,-72.961103
860Z200US01035,01035,ZCTA5 01035,5306,0,19,0.000000,42.356491,-72.568632
860Z200US01036,01036,ZCTA5 01036,4946,0,14,0.000000,42.071188,-72.417718
860Z200US01037,01037,ZCTA5 01037,572,0,14,0.000000,42.376036,-72.197364
860Z200US01038,01038,ZCTA5 01038,2491,0,14,0.000000,42.379925,-72.604045
860Z200US01039,01039,ZCTA5 01039,1506,0,14,0.000000,42.411304,-72.690951
860Z200US01040,01040,ZCTA5 01040,37813,0,29,0.000000,42.211658,-72.642448
860Z200US01050,01050,ZCTA5 01050,2529,0,14,0.000000,42.291259,-72.874803
860Z200US01053,01053,ZCTA5 01053,2304,0,14,0.000000,42.356301,-72.713584
860Z200US01054,01054,ZCTA5 01054,1608,7,10,0.435323,42.468898,-72.484579
860Z200US01056,01056,ZCTA5 01056,20904,0,25,0.000000,42.183577,-72.457812
860Z200US01057,01057,ZCTA5 01057,8176,0,19,0.000000,42.093596,-72.321494
860Z200US01060,01060,ZCTA5 01060,16492,0,21,0.000000,42.321251,-72.630395
860Z200US01062,01062,ZCTA5 01062,9816,35,55,0.356561,42.323033,-72.701789
860Z200US01063,01063,ZCTA5 01063,2272,29,63,1.276408,42.319584,-72.639539
860Z200US01066,01066,ZCTA5 01066,115,0,14,0.000000,42.413039,-72.623639
860Z200US01068,01068,ZCTA5 01068,1639,7,11,0.427090,42.353887,-72.060685
860Z200US01069,01069,ZCTA5 01069,8821,0,19,0.000000,42.188862,-72.30648
860Z200US01070,01070,ZCTA5 01070,575,0,14,0.000000,42.519909,-72.925354
860Z200US01071,01071,ZCTA5 01071,1054,0,14,0.000000,42.160064,-72.87384
860Z200US01072,01072,ZCTA5 01072,1521,0,14,0.000000,42.456968,-72.417244
860Z200US01073,01073,ZCTA5 01073,6230,0,19,0.000000,42.226949,-72.741588
860Z200US01074,01074,ZCTA5 01074,368,0,14,0.000000,42.380823,-72.103895
860Z200US01075,01075,ZCTA5 01075,17754,8,15,0.045060,42.256532,-72.580248
860Z200US01077,01077,ZCTA5 01077,9217,0,19,0.000000,42.05257,-72.777353
860Z200US01079,01079,ZCTA5 01079,438,0,14,0.000000,42.185745,-72.33246
860Z200US01080,01080,ZCTA5 01080,2454,0,14,0.000000,42.185727,-72.361558
860Z200US01081,01081,ZCTA5 01081,1747,0,14,0.000000,42.061313,-72.234411
860Z200US01082,01082,ZCTA5 01082,10392,0,21,0.000000,42.299749,-72.279164
860Z200US01083,01083,ZCTA5 01083,2858,0,14,0.000000,42.20684,-72.198619
860Z200US01084,01084,ZCTA5 01084,97,0,14,0.000000,42.361724,-72.874987
860Z200US01085,01085,ZCTA5 01085,41102,11,25,0.026763,42.153503,-72.771602
860Z200US01088,01088,ZCTA5 01088,702,0,14,0.000000,42.3827,-72.640361
860Z200US01089,01089,ZCTA5 01089,28772,0,25,0.000000,42.125451,-72.649734
860Z200US01092,01092,ZCTA5 01092,1200,0,14,0.000000,42.191868,-72.235108
860Z200US01093,01093,ZCTA5 01093,225,0,14,0.000000,42.445258,-72.645058
860Z200US01094,01094,ZCTA5 01094,52,0,14,0.000000,42.369762,-72.139283
860Z200US01095,01095,ZCTA5 01095,14618,0,21,0.000000,42.138527,-72.420703
860Z200US01096,01096,ZCTA5 01096,2580,0,14,0.000000,42.410538,-72.76577
860Z200US01097,01097,ZCTA5 01097,143,0,14,0.000000,42.165868,-72.830985
860Z200US01098,01098,ZCTA5 01098,979,0,14,0.000000,42.397559,-72.943392
860Z200US01103,01103,ZCTA5 01103,2477,19,20,0.767057,42.104418,-72.59008
860Z200US01104,01104,ZCTA5 01104,23209,20,34,0.086173,42.132772,-72.567411
860Z200US01105,01105,ZCTA5 01105,11843,0,21,0.000000,42.095246,-72.577603
860Z200US01106,01106,ZCTA5 01106,15853,0,21,0.000000,42.045695,-72.563323
860Z200US01107,01107,ZCTA5 01107,12009,0,21,0.000000,42.12106,-72.607068
860Z200US01108,01108,ZCTA5 01108,27405,0,25,0.000000,42.082947,-72.55951
860Z200US01109,01109,ZCTA5 01109,31124,70,65,0.224907,42.119674,-72.549726
860Z200US01118,01118,ZCTA5 01118,14839,25,41,0.168475,42.094587,-72.525219
860Z200US01119,01119,ZCTA5 01119,13616,41,55,0.301116,42.124978,-72.51121
860Z200US01128,01128,ZCTA5 01128,2896,0,14,0.000000,42.092296,-72.489135
860Z200US01129,01129,ZCTA5 01129,5672,0,19,0.000000,42.118671,-72.488203
860Z200US01144,01144,ZCTA5 01144,0,0,14,,42.101894,-72.590907
860Z200US01151,01151,ZCTA5 01151,9606,14,21,0.145742,42.15186,-72.509131
860Z200US01201,01201,ZCTA5 01201,44848,111,114,0.247503,42.454302,-73.282074
860Z200US01220,01220,ZCTA5 01220,8074,0,19,0.000000,42.62556,-73.119828
860Z200US01222,01222,ZCTA5 01222,664,0,14,0.000000,42.062743,-73.317498
860Z200US01223,01223,ZCTA5 01223,2495,0,14,0.000000,42.304286,-73.111494
860Z200US01224,01224,ZCTA5 01224,228,0,14,0.000000,42.503728,-73.201636
860Z200US01225,01225,ZCTA5 01225,3216,0,14,0.000000,42.565107,-73.149142
860Z200US01226,01226,ZCTA5 01226,6256,0,19,0.000000,42.479819,-73.153776
860Z200US01229,01229,ZCTA5 01229,263,0,14,0.000000,42.29008,-73.354218
860Z200US01230,01230,ZCTA5 01230,8826,0,19,0.000000,42.173196,-73.32429
860Z200US01235,01235,ZCTA5 01235,2489,0,14,0.000000,42.425677,-73.063028
860Z200US01236,01236,ZCTA5 01236,1458,0,14,0.000000,42.274499,-73.386155
860Z200US01237,01237,ZCTA5 01237,2302,0,14,0.000000,42.549804,-73.261144
860Z200US01238,01238,ZCTA5 01238,5944,0,19,0.000000,42.300457,-73.231006
860Z200US01240,01240,ZCTA5 01240,5111,0,19,0.000000,42.382693,-73.266632
860Z200US01242,01242,ZCTA5 01242,29,0,14,0.000000,42.333734,-73.249199
860Z200US01243,01243,ZCTA5 01243,173,0,14,0.000000,42.367907,-73.054094
860Z200US01244,01244,ZCTA5 01244,271,0,14,0.000000,42.117456,-73.278635
860Z200US01245,01245,ZCTA5 01245,692,0,14,0.000000,42.193307,-73.218499
860Z200US01247,01247,ZCTA5 01247,14794,0,21,0.000000,42.695699,-73.093852
860Z200US01253,01253,ZCTA5 01253,936,0,14,0.000000,42.206683,-73.113214
860Z200US01254,01254,ZCTA5 01254,1036,0,14,0.000000,42.382019,-73.365492
860Z200US01255,01255,ZCTA5 01255,994,0,14,0.000000,42.1029,-73.125991
860Z200US01256,01256,ZCTA5 01256,795,0,14,0.000000,42.594166,-73.02232
860Z200US01257,01257,ZCTA5 01257,2348,0,14,0.000000,42.085244,-73.367483
860Z200US01258,01258,ZCTA5 01258,193,0,14,0.000000,42.09092,-73.470197
860Z200US01259,01259,ZCTA5 01259,688,0,14,0.000000,42.06926,-73.228949
860Z200US01260,01260,ZCTA5 01260,20,0,14,0.000000,42.261673,-73.27516
860Z200US01262,01262,ZCTA5 01262,1778,0,14,0.000000,42.310055,-73.324468
860Z200US01264,01264,ZCTA5 01264,188,0,14,0.000000,42.234822,-73.197083
860Z200US01266,01266,ZCTA5 01266,1000,0,14,0.000000,42.312354,-73.388044
860Z200US01267,01267,ZCTA5 01267,9633,0,19,0.000000,42.671617,-73.246981
860Z200US01270,01270,ZCTA5 01270,1036,0,14,0.000000,42.519837,-73.04969
860Z200US01301,01301,ZCTA5 01301,17876,0,21,0.000000,42.626761,-72.60153
860Z200US01330,01330,ZCTA5 01330,1704,0,14,0.000000,42.513947,-72.821517
860Z200US01331,01331,ZCTA5 01331,13922,0,21,0.000000,42.570237,-72.182903
860Z200US01337,01337,ZCTA5 01337,2589,0,14,0.000000,42.689307,-72.582289
860Z200US01338,01338,ZCTA5 01338,95,0,14,0.000000,42.575889,-72.80665
860Z200US01339,01339,ZCTA5 01339,1313,0,14,0.000000,42.61045,-72.887735
860Z200US01340,01340,ZCTA5 01340,1759,0,14,0.000000,42.68553,-72.731135
860Z200US01341,01341,ZCTA5 01341,1622,0,14,0.000000,42.507177,-72.701525
860Z200US01342,01342,ZCTA5 01342,1267,0,14,0.000000,42.543889,-72.609458
860Z200US01343,01343,ZCTA5 01343,147,0,14,0.000000,42.64773,-72.969767
860Z200US01344,01344,ZCTA5 01344,1703,0,14,0.000000,42.613418,-72.426428
860Z200US01346,01346,ZCTA5 01346,454,0,14,0.000000,42.658496,-72.806057
860Z200US01347,01347,ZCTA5 01347,165,0,14,0.000000,42.563223,-72.509775
860Z200US01349,01349,ZCTA5 01349,741,0,14,0.000000,42.56746,-72.467542
860Z200US01350,01350,ZCTA5 01350,122,0,14,0.000000,42.727772,-72.985346
860Z200US01351,01351,ZCTA5 01351,2636,0,14,0.000000,42.53988,-72.521689
860Z200US01354,01354,ZCTA5 01354,1740,0,14,0.000000,42.624101,-72.508607
860Z200US01355,01355,ZCTA5 01355,958,0,14,0.000000,42.458551,-72.327191
860Z200US01360,01360,ZCTA5 01360,2872,0,14,0.000000,42.677091,-72.453876
860Z200US01364,01364,ZCTA5 01364,7658,0,19,0.000000,42.605437,-72.292074
860Z200US01366,01366,ZCTA5 01366,1185,0,14,0.000000,42.491583,-72.180876
860Z200US01367,01367,ZCTA5 01367,563,0,14,0.000000,42.692882,-72.919244
860Z200US01368,01368,ZCTA5 01368,1455,0,14,0.000000,42.676687,-72.184052
860Z200US01370,01370,ZCTA5 01370,3878,0,14,0.000000,42.593376,-72.726928
860Z200US01373,01373,ZCTA5 01373,4860,0,14,0.000000,42.475481,-72.615403
860Z200US01375,01375,ZCTA5 01375,3641,0,14,0.000000,42.466691,-72.546751
860Z200US01376,01376,ZCTA5 01376,4976,9,13,0.180868,42.591441,-72.544674
860Z200US01378,01378,ZCTA5 01378,776,3,4,0.386598,42.679971,-72.339882
860Z200US01379,01379,ZCTA5 01379,778,0,14,0.000000,42.527853,-72.398403
860Z200US01380,01380,ZCTA5 01380,36,0,14,0.000000,42.588496,-72.406298
860Z200US01420,01420,ZCTA5 01420,41839,0,29,0.000000,42.584925,-71.816862
860Z200US01430,01430,ZCTA5 01430,6481,0,19,0.000000,42.673052,-71.920335
860Z200US01431,01431,ZCTA5 01431,3211,0,14,0.000000,42.676293,-71.832523
860Z200US01432,01432,ZCTA5 01432,8521,0,19,0.000000,42.566588,-71.575126
860Z200US01434,01434,ZCTA5 01434,1564,0,14,0.000000,42.53206,-71.61374
860Z200US01436,01436,ZCTA5 01436,3720,10,17,0.268817,42.602059,-72.087015
860Z200US01438,01438,ZCTA5 01438,330,0,14,0.000000,42.561088,-72.036074
860Z200US01440,01440,ZCTA5 01440,21276,0,25,0.000000,42.588337,-71.986069
860Z200US01450,01450,ZCTA5 01450,11356,0,21,0.000000,42.611636,-71.564743
860Z200US01451,01451,ZCTA5 01451,5487,0,19,0.000000,42.501908,-71.568201
860Z200US01452,01452,ZCTA5 01452,4371,0,14,0.000000,42.495111,-72.002339
860Z200US01453,01453,ZCTA5 01453,43851,18,35,0.041048,42.519967,-71.763319
860Z200US01460,01460,ZCTA5 01460,10280,0,21,0.000000,42.535931,-71.490569
860Z200US01462,01462,ZCTA5 01462,11919,0,21,0.000000,42.582607,-71.720464
860Z200US01463,01463,ZCTA5 01463,11697,31,34,0.265025,42.670643,-71.602858
860Z200US01464,01464,ZCTA5 01464,6976,20,36,0.286697,42.573654,-71.640986
860Z200US01468,01468,ZCTA5 01468,4183,0,14,0.000000,42.542767,-72.068345
860Z200US01469,01469,ZCTA5 01469,6820,0,19,0.000000,42.664794,-71.695055
860Z200US01473,01473,ZCTA5 01473,8374,0,19,0.000000,42.5546,-71.90544
860Z200US01474,01474,ZCTA5 01474,2280,0,14,0.000000,42.673143,-71.748378
860Z200US01475,01475,ZCTA5 01475,10265,0,21,0.000000,42.66816,-72.055644
860Z200US01501,01501,ZCTA5 01501,16877,14,21,0.082953,42.198867,-71.845722
860Z200US01503,01503,ZCTA5 01503,3378,0,14,0.000000,42.384929,-71.633889
860Z200US01504,01504,ZCTA5 01504,9255,0,19,0.000000,42.039991,-71.532406
860Z200US01505,01505,ZCTA5 01505,4948,0,14,0.000000,42.355049,-71.716157
860Z200US01506,01506,ZCTA5 01506,3460,0,14,0.000000,42.180807,-72.107888
860Z200US01507,01507,ZCTA5 01507,13435,0,21,0.000000,42.133935,-71.968025
860Z200US01510,01510,ZCTA5 01510,15563,0,21,0.000000,42.411887,-71.690005
860Z200US01515,01515,ZCTA5 01515,2166,0,14,0.000000,42.209682,-72.040178
860Z200US01516,01516,ZCTA5 01516,9376,0,19,0.000000,42.053072,-71.752241
860Z200US01518,01518,ZCTA5 01518,2598,0,14,0.000000,42.108325,-72.113692
860Z200US01519,01519,ZCTA5 01519,8058,0,19,0.000000,42.203404,-71.679739
860Z200US01520,01520,ZCTA5 01520,16912,8,13,0.047304,42.334177,-71.854277
860Z200US01521,01521,ZCTA5 01521,2583,0,14,0.000000,42.046783,-72.180212
860Z200US01522,01522,ZCTA5 01522,3152,0,14,0.000000,42.375634,-71.867382
860Z200US01523,01523,ZCTA5 01523,8606,0,19,0.000000,42.483569,-71.675585
860Z200US01524,01524,ZCTA5 01524,6327,0,19,0.000000,42.246029,-71.917566
860Z200US01525,01525,ZCTA5 01525,0,0,14,,42.098995,-71.642964
860Z200US01527,01527,ZCTA5 01527,13961,0,21,0.000000,42.192246,-71.777649
860Z200US01529,01529,ZCTA5 01529,3160,0,14,0.000000,42.036642,-71.578779
860Z200US01531,01531,ZCTA5 01531,973,0,14,0.000000,42.326183,-72.133431
860Z200US01532,01532,ZCTA5 01532,15750,0,21,0.000000,42.323342,-71.646236
860Z200US01534,01534,ZCTA5 01534,6230,0,19,0.000000,42.138896,-71.645003
860Z200US01535,01535,ZCTA5 01535,4760,0,14,0.000000,42.267564,-72.066876
860Z200US01536,01536,ZCTA5 01536,6860,0,19,0.000000,42.231309,-71.692642
860Z200US01537,01537,ZCTA5 01537,2278,0,14,0.000000,42.158966,-71.897051
860Z200US01540,01540,ZCTA5 01540,10979,0,21,0.000000,42.113727,-71.86085
